"","CustomerID","Region","TownSize","Gender","Age","EducationYears","JobCategory","UnionMember","EmploymentLength","Retired","HHIncome","DebtToIncomeRatio","CreditDebt","OtherDebt","LoanDefault","MaritalStatus","HouseholdSize","NumberPets","NumberCats","NumberDogs","NumberBirds","HomeOwner","CarsOwned","CarOwnership","CarBrand","CarValue","CommuteTime","PoliticalPartyMem","Votes","CreditCard","CardTenure","CardItemsMonthly","CardSpendMonth","ActiveLifestyle","PhoneCoTenure","VoiceLastMonth","VoiceOverTenure","EquipmentRental","EquipmentLastMonth","EquipmentOverTenure","CallingCard","WirelessData","DataLastMonth","DataOverTenure","Multiline","VM","Pager","Internet","CallerID","CallWait","CallForward","ThreeWayCalling","EBilling","TVWatchingHours","OwnsPC","OwnsMobileDevice","OwnsGameSystem","OwnsFax","NewsSubscriber","HHIncome_2","CarValue_2","CardSpendMonth_2","VoiceLastMonth_2","VoiceOverTenure_2","EquipmentLastMonth_2","EquipmentOverTenure_2","DataLastMonth_2","DataOverTenure_2","TotalDebt","TotalLastMonth","TotalTenure","TotalDebtLog","TotalLastMonthLog","TotalTenureLog","HHIncome_2Log","CarValue_2Log","CardSpendMonth_2Log","VoiceLastMonth_2Log","VoiceOverTenure_2Log","CreditDebtLog","OtherDebtLog","EmploymentLengthLog","DebtToIncomeRatioLog","CardTenureLog","EquipmentLastMonth_2Log","EquipmentOverTenure_2Log","DataLastMonth_2Log","DataOverTenure_2Log"
"1529","4936-ZXVMAD-2BM",5,5,1,28,18,4,0,2,0,"$ 33,000.00",4.2,0.303534,1.082466,0,1,1,1,1,0,0,0,2,1,0,"$ 16,200.00",25,1,1,1,2,11,"$ 2,701.50",0,5,"$ 9.60","$ 7.05",0,"$ -","$ -",0,0,"$ -","$ -",0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,33000,16200,2701,9,7,36,1153,36,1270,1.386,81,2430,0.326421900767711,4.39444915467244,7.79564653633459,10.4042628404486,9.69276652122048,7.90137735379262,2.19722457733622,1.94591014905531,-1.19226164839792,0.0792417716252603,0.693147180559945,1.43508452528932,0.693147180559945,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1530","6143-ZQRFPU-VAW",4,1,0,77,12,3,0,17,1,"$ 21,000.00",3.1,0.220038,0.430962,0,1,1,12,0,0,3,1,3,1,0,"$ 6,400.00",33,0,0,2,37,16,"$ 4,891.40",0,70,"$ 42.75","$ 1,004.05",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,21000,6400,4891,42,1004,36,1153,36,1270,0.651,114,3427,-0.429245636773568,4.7361984483945,8.13944052187461,9.95227771670556,8.76405326934776,8.49515206053936,3.73766961828337,6.91174730025167,-1.51395502027269,-0.841735359818697,2.83321334405622,1.1314021114911,3.61091791264422,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1531","0133-TBTJGH-37J",3,3,1,66,14,4,0,6,1,"$ 11,000.00",27.5,2.35345,0.67155,1,0,2,2,0,2,0,1,4,1,1,"$ 8,200.00",27,0,0,4,22,9,"$ 1,587.80",0,51,"$ 31.65","$ 529.30",1,"$ 28.75","$ 1,567.60",1,0,"$ -","$ -",1,0,0,3,0,0,0,0,1,18,1,1,1,0,0,11000,8200,1587,31,529,28,1567,36,1270,3.025,95,3366,1.1069110914828,4.55387689160054,8.12148037475075,9.30565055178051,9.01188943325234,7.36960072052641,3.43398720448515,6.2709884318583,0.855882336679059,-0.398166805627053,1.79175946922805,3.31418600467253,3.09104245335832,3.3322045101752,7.35691824235602,3.58351893845611,7.14677217945264
"1532","6250-LFTFQQ-LVV",3,5,0,23,15,4,0,0,0,"$ 14,000.00",23,0.53452,2.68548,1,0,6,1,1,0,0,1,2,1,1,"$ 6,400.00",36,0,0,3,2,12,"$ 2,841.40",1,3,"$ 3.90","$ 3.05",0,"$ -","$ -",0,0,"$ -","$ -",0,0,0,3,0,0,0,0,1,13,1,0,1,0,0,14000,6400,2841,3,3,36,1153,36,1270,3.22,75,2426,1.16938135955632,4.31748811353631,7.793999089504,9.5468126085974,8.76405326934776,7.95191138185419,1.09861228866811,1.09861228866811,-0.626386131069277,0.987859482932927,-Inf,3.13549421592915,0.693147180559945,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1533","6013-AOTWOI-QEC",1,1,1,44,16,2,0,17,0,"$ 91,000.00",1.1,0.45045,0.55055,0,0,2,0,0,0,0,0,3,1,1,"$ 43,500.00",25,0,1,1,15,8,"$ 3,934.20",0,37,"$ 25.95","$ 289.75",1,"$ 34.40","$ 1,340.75",0,0,"$ -","$ -",1,0,0,2,0,0,0,0,1,25,1,1,1,0,0,91000,43500,3934,25,289,34,1340,36,1270,1.001,95,2899,0.000999500333083423,4.55387689160054,7.97212112892166,11.418614785499,10.6805162170768,8.277411998949,3.2188758248682,5.66642668811243,-0.797508195884688,-0.596837500422537,2.83321334405622,0.0953101798043249,2.70805020110221,3.52636052461616,7.20042489294496,3.58351893845611,7.14677217945264
"1534","8863-IGECRD-VXX",3,1,1,75,11,4,0,13,1,"$ 20,000.00",7,0.35,1.05,0,1,1,3,1,0,2,1,3,0,0,"$ 11,500.00",23,0,0,4,36,10,"$ 2,170.90",1,72,"$ 88.35","$ 2,157.70",0,"$ -","$ -",1,0,"$ -","$ -",1,0,0,0,0,0,0,0,0,14,0,0,0,0,1,20000,11500,2170,88,2157,36,1153,36,1270,1.4,160,4580,0.336472236621213,5.07517381523383,8.42945427710823,9.90348755253613,9.35010231435134,7.68248244653451,4.47733681447821,7.67647364638916,-1.04982212449868,0.048790164169432,2.56494935746154,1.94591014905531,3.58351893845611,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1535","5313-ZRVTIG-3GU",3,3,0,56,12,3,0,14,0,"$ 102,000.00",5.5,2.06448,3.54552,0,1,1,4,0,1,3,1,2,1,1,"$ 45,900.00",39,1,0,1,28,13,"$ 5,268.00",0,52,"$ 43.80","$ 734.50",1,"$ 38.05","$ 1,918.95",1,0,"$ -","$ -",1,0,0,0,1,1,1,1,0,14,1,0,0,0,1,102000,45900,5268,43,734,38,1918,36,1270,5.61,117,3922,1.7245507195346,4.76217393479776,8.27435700675629,11.5327280922664,10.7342203960486,8.56940606286317,3.76120011569356,6.59850902861452,0.724878378721399,1.26568483469933,2.63905732961526,1.70474809223843,3.3322045101752,3.63758615972639,7.55903825544338,3.58351893845611,7.14677217945264
"1536","8807-PQIEDY-00D",2,1,1,35,15,5,0,9,0,"$ 66,000.00",1.5,0.6534,0.3366,0,0,3,0,0,0,0,1,3,1,1,"$ 30,700.00",20,1,1,1,16,7,"$ 3,967.60",0,55,"$ 23.25","$ 421.20",0,"$ -","$ -",1,0,"$ -","$ -",1,0,0,0,0,1,0,0,0,19,1,1,1,0,0,66000,30700,3967,23,421,36,1153,36,1270,0.99,95,2844,-0.0100503358535015,4.55387689160054,7.95296679092313,11.0974100210086,10.3320179335753,8.28576542051433,3.13549421592915,6.04263283368238,-0.425565779815167,-1.08885999722543,2.19722457733622,0.405465108108164,2.77258872223978,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1537","0397-SGLLTF-HUD",1,1,0,24,19,3,1,0,0,"$ 44,000.00",5.7,0.722304,1.785696,1,0,3,0,0,0,0,1,4,1,1,"$ 20,100.00",25,0,1,4,7,12,"$ 4,054.20",0,15,"$ 16.95","$ 93.15",0,"$ -","$ -",0,0,"$ -","$ -",1,1,0,4,0,0,0,0,1,24,1,1,1,0,1,44000,20100,4054,16,93,36,1153,36,1270,2.508,88,2516,0.919485622770674,4.47733681447821,7.83042561782033,10.6919449129004,9.90847509404717,8.30745932701195,2.77258872223978,4.53259949315326,-0.325309176075517,0.579808255200513,-Inf,1.7404661748405,1.94591014905531,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1538","8700-OICYFA-DCR",3,1,0,35,18,4,0,0,0,"$ 44,000.00",17.1,0.722304,6.801696,0,1,1,9,1,0,0,0,1,1,0,"$ 19,400.00",21,0,1,4,10,6,"$ 1,235.70",0,24,"$ 21.00","$ 175.80",1,"$ 35.10","$ 767.40",0,0,"$ -","$ -",1,0,0,1,0,0,1,0,1,22,1,1,0,0,0,44000,19400,1235,21,175,35,767,36,1270,7.524,92,2212,2.01809791143878,4.52178857704904,7.70165236264223,10.6919449129004,9.87302834505142,7.11882624906208,3.04452243772342,5.16478597392351,-0.325309176075517,1.91717199284882,-Inf,2.83907846350861,2.30258509299405,3.55534806148941,6.64248680136726,3.58351893845611,7.14677217945264
"1539","2183-SBNRFZ-9JC",3,5,0,59,19,4,0,8,0,"$ 67,000.00",17.5,2.0636,9.6614,0,1,1,3,2,0,1,1,3,1,0,"$ 31,000.00",30,1,0,1,24,11,"$ 5,332.50",0,39,"$ 18.30","$ 223.35",0,"$ -","$ -",0,0,"$ -","$ -",1,0,0,2,0,0,1,0,1,25,1,1,1,0,0,67000,31000,5332,18,223,36,1153,36,1270,11.725,90,2646,2.46172331433234,4.49980967033027,7.8808043446749,11.1124478983731,10.3417424834673,8.5814816812986,2.89037175789616,5.40717177146012,0.724452030388358,2.26813856525968,2.07944154167984,2.86220088092947,3.17805383034795,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1540","3695-IXERGB-NC2",4,2,1,33,15,4,0,2,0,"$ 20,000.00",3.1,0.21328,0.40672,0,1,1,0,0,0,0,0,2,0,1,"$ 11,900.00",29,1,1,2,15,10,"$ 1,121.00",0,37,"$ 23.70","$ 322.25",0,"$ -","$ -",0,0,"$ -","$ -",0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,20000,11900,1121,23,322,36,1153,36,1270,0.62,95,2745,-0.478035800943,4.55387689160054,7.91753635394363,9.90348755253613,9.38429367909962,7.02197642307216,3.13549421592915,5.77455154554441,-1.54514942255174,-0.899630290981048,0.693147180559945,1.1314021114911,2.70805020110221,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1541","6078-VFGDQF-Y3K",2,4,1,56,15,4,0,2,0,"$ 38,000.00",5.8,0.806664,1.397336,0,0,5,5,1,4,0,0,0,-1,-1,"$ (1,000.00)",25,0,0,1,8,12,"$ 6,585.40",0,13,"$ 17.10","$ 68.95",0,"$ -","$ -",1,0,"$ -","$ -",1,0,0,0,1,1,0,1,0,21,0,1,0,0,0,38000,18800,6585,17,68,36,1153,36,1270,2.204,89,2491,0.790273891290668,4.48863636973214,7.82043951526218,10.5453414387085,9.84161214881804,8.79254961417738,2.83321334405622,4.21950770517611,-0.214848054290103,0.334567566745757,0.693147180559945,1.75785791755237,2.07944154167984,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1542","4098-XZBUNU-BVM",2,1,0,56,20,3,0,6,0,"$ 76,000.00",6.3,2.92068,1.86732,0,1,1,1,1,0,0,1,1,1,1,"$ 39,300.00",21,1,1,1,37,7,"$ 2,385.20",0,67,"$ 45.75","$ 1,010.80",1,"$ 49.25","$ 3,189.10",1,1,"$ 36.90","$ 2,381.60",1,1,1,1,1,1,1,0,1,20,1,1,1,1,1,76000,39300,2385,45,1010,49,3189,36,2381,4.788,130,6580,1.56611278769573,4.86753445045558,8.79179002431936,11.2384886192685,10.5789797978574,7.77695440332244,3.80666248977032,6.9177056098353,1.07181646588095,0.624504247837282,1.79175946922805,1.84054963339749,3.61091791264422,3.89182029811063,8.06746266701006,3.58351893845611,7.77527584648686
"1543","9244-NELAGU-B8N",3,5,0,39,16,0,0,9,0,"$ 49,000.00",8.6,0.939722,3.274278,0,1,1,3,3,0,0,0,0,-1,-1,"$ (1,000.00)",34,0,0,2,7,6,"$ 1,655.60",1,12,"$ 21.30","$ 68.75",0,"$ -","$ -",1,0,"$ -","$ -",1,1,0,3,1,1,1,1,1,20,1,1,1,0,1,49000,18800,1655,21,68,36,1153,36,1270,4.214,93,2491,1.438412315382,4.53259949315326,7.82043951526218,10.7995755770928,9.84161214881804,7.41155628781116,3.04452243772342,4.21950770517611,-0.0621711921400211,1.18609738676751,2.19722457733622,2.15176220325946,1.94591014905531,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1544","1527-FTFBNO-JT3",2,4,0,41,10,3,0,4,0,"$ 40,000.00",3.9,0.47736,1.08264,0,0,2,6,0,0,0,1,1,1,1,"$ 18,900.00",35,0,0,2,23,15,"$ 2,778.10",1,69,"$ 68.25","$ 1,518.80",0,"$ -","$ -",1,0,"$ -","$ -",1,0,0,0,0,0,0,1,0,23,0,0,1,0,1,40000,18900,2778,68,1518,36,1153,36,1270,1.56,140,3941,0.444685821261446,4.9416424226093,8.279189777195,10.5966347330961,9.84691720104773,7.92948652331429,4.21950770517611,7.32514895795557,-0.739484355768311,0.0794025027861132,1.38629436111989,1.3609765531356,3.13549421592915,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1545","0348-CKKPNL-H6A",3,2,1,21,16,2,0,0,0,"$ 27,000.00",11.6,1.562868,1.569132,1,1,4,0,0,0,0,1,3,1,1,"$ 17,400.00",33,1,1,4,3,8,"$ 2,878.60",0,17,"$ 54.90","$ 303.85",1,"$ 36.50","$ 582.15",1,1,"$ 40.30","$ 647.50",1,1,0,4,1,1,1,1,1,14,1,1,0,1,0,27000,17400,2878,54,303,36,582,40,647,3.132,130,1532,1.14167177812856,4.86753445045558,7.33432935030054,10.2035921449865,9.76422548520262,7.96485088744731,3.98898404656427,5.71373280550937,0.446522594897938,0.450522600231284,-Inf,2.45100509811232,1.09861228866811,3.58351893845611,6.36647044773144,3.68887945411394,6.4723462945009
"1546","2391-TGZPUJ-VFZ",2,1,0,51,17,5,0,13,0,"$ 70,000.00",19.2,6.5856,6.8544,1,1,1,1,1,0,0,1,4,1,1,"$ 21,200.00",24,0,1,4,27,12,"$ 5,419.20",1,64,"$ 62.70","$ 1,341.15",1,"$ 32.40","$ 1,881.30",0,0,"$ -","$ -",1,0,0,0,1,1,1,1,1,20,0,0,1,0,1,70000,21200,5419,62,1341,32,1881,36,1270,13.44,130,4492,2.598235335095,4.86753445045558,8.41005331585833,11.1562505210315,9.9617564606601,8.59766657556611,4.12713438504509,7.20117088328168,1.88488544721754,1.92489078183124,2.56494935746154,2.95491027903374,3.29583686600433,3.46573590279973,7.53955882930103,3.58351893845611,7.14677217945264
"1547","8691-NEWRIL-2QR",4,3,1,37,16,3,0,6,0,"$ 38,000.00",2.6,0.412984,0.575016,0,0,3,1,1,0,0,1,0,-1,-1,"$ (1,000.00)",20,1,0,2,9,8,"$ 2,359.40",1,25,"$ 17.55","$ 115.00",1,"$ 50.70","$ 1,242.90",1,1,"$ 41.70","$ 1,007.00",1,1,1,4,1,1,0,0,1,12,1,1,1,1,1,38000,18800,2359,17,115,50,1242,41,1007,0.988,108,2364,-0.0120725812342692,4.68213122712422,7.76811037852599,10.5453414387085,9.84161214881804,7.76599307940768,2.83321334405622,4.74493212836325,-0.88434642769165,-0.553357412484969,1.79175946922805,0.955511445027436,2.19722457733622,3.91202300542815,7.12447826249342,3.71357206670431,6.91473089271856
"1548","0149-BQASNG-OUW",5,4,1,29,10,3,0,3,0,"$ 38,000.00",11,2.8424,1.3376,1,1,1,10,0,0,0,1,2,1,1,"$ 23,600.00",21,0,0,2,8,10,"$ 1,783.20",0,8,"$ 22.05","$ 68.35",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,38000,23600,1783,22,68,36,1153,36,1270,4.18,94,2491,1.43031124653666,4.54329478227,7.82043951526218,10.5453414387085,10.0690019910137,7.48605261786314,3.09104245335832,4.21950770517611,1.04464876572468,0.2908769633483,1.09861228866811,2.39789527279837,2.07944154167984,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1549","4695-GKGJEO-J80",3,1,0,78,8,4,1,10,1,"$ 15,000.00",15.9,0.80613,1.57887,0,1,1,0,0,0,0,0,1,0,0,"$ 8,200.00",21,1,0,3,5,10,"$ 1,935.70",1,15,"$ 18.45","$ 111.45",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,15000,8200,1935,18,111,36,1153,36,1270,2.385,90,2534,0.869199124340304,4.49980967033027,7.83755436088108,9.61580548008435,9.01188943325234,7.56786260546388,2.89037175789616,4.70953020131233,-0.215510259158814,0.456709401295176,2.30258509299405,2.76631910922619,1.6094379124341,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1550","0856-OUKUNA-PD5",3,3,0,41,22,4,1,2,0,"$ 40,000.00",18.2,4.24424,3.03576,1,1,1,7,0,1,0,0,3,1,1,"$ 17,800.00",25,1,1,0,2,8,"$ 3,691.40",1,5,"$ 14.25","$ 27.95",1,"$ 32.05","$ 109.90",1,0,"$ -","$ -",0,0,1,3,1,0,0,1,1,19,1,1,1,1,0,40000,17800,3691,14,27,32,109,36,1270,7.28,82,1406,1.98513086220859,4.40671924726425,7.24850407237061,10.5966347330961,9.78695373628018,8.21365270303,2.63905732961526,3.29583686600433,1.44556276957695,1.11046180502526,0.693147180559945,2.90142159408275,0.693147180559945,3.46573590279973,4.69134788222914,3.58351893845611,7.14677217945264
"1551","4896-VFIEDV-RLO",4,5,1,46,16,3,1,8,0,"$ 44,000.00",1.4,0.082544,0.533456,0,0,4,1,0,0,0,1,1,1,1,"$ 18,200.00",42,1,0,2,18,8,"$ 3,156.60",0,39,"$ 30.45","$ 398.30",1,"$ 47.75","$ 1,745.70",1,1,"$ 41.70","$ 1,611.00",1,1,1,4,1,1,1,1,1,21,1,0,1,1,1,44000,18200,3156,30,398,47,1745,41,1611,0.616,118,3754,-0.484508315448617,4.77068462446567,8.23057721714645,10.6919449129004,9.80917687306489,8.05706068196577,3.40119738166216,5.98645200528444,-2.49442379447984,-0.628378685868319,2.07944154167984,0.336472236621213,2.89037175789616,3.85014760171006,7.46450983463653,3.71357206670431,7.38461038317697
"1552","8875-SRRYKT-J4F",3,1,0,43,20,3,0,5,0,"$ 73,000.00",8.3,1.448101,4.610899,0,0,2,1,1,0,0,1,0,-1,-1,"$ (1,000.00)",22,0,1,1,11,16,"$ 3,663.70",1,29,"$ 34.65","$ 327.95",1,"$ 46.35","$ 1,375.75",1,1,"$ 62.50","$ 1,778.40",1,1,1,4,1,1,1,1,1,30,1,1,1,1,0,73000,18800,3663,34,327,46,1375,62,1778,6.059,142,3480,1.80154476996285,4.95582705760126,8.15478757276852,11.1982147201305,9.84161214881804,8.20603776277881,3.52636052461616,5.78996017089725,0.370253042912226,1.5284228488424,1.6094379124341,2.11625551480255,2.39789527279837,3.8286413964891,7.22620901010067,4.12713438504509,7.48324441607385
"1553","3900-SSWIXG-RI2",1,3,0,71,10,4,0,4,1,"$ 10,000.00",12.1,0.25289,0.95711,0,1,1,12,0,2,0,0,4,1,0,"$ 4,800.00",38,0,1,1,35,8,"$ 1,232.90",0,67,"$ 35.40","$ 750.10",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,0,0,1,0,0,0,10,1,0,0,0,1,10000,4800,1232,35,750,36,1153,36,1270,1.21,107,3173,0.19062035960865,4.67282883446191,8.06243279158319,9.21034037197618,8.47637119689598,7.11639414409346,3.55534806148941,6.62007320653036,-1.37480066740868,-0.0438369516058334,1.38629436111989,2.4932054526027,3.55534806148941,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1554","3432-TSCYSJ-VAA",5,4,0,19,14,2,0,0,0,"$ 17,000.00",7.8,0.640458,0.685542,0,0,4,11,1,0,0,1,2,1,0,"$ 12,100.00",33,0,0,2,1,10,"$ 1,472.70",1,4,"$ 9.60","$ 12.65",1,"$ 32.10","$ 112.35",1,1,"$ 25.40","$ 82.15",0,1,0,2,0,1,0,0,1,22,1,1,1,1,0,17000,12100,1472,9,12,32,112,25,82,1.326,66,206,0.282166891763671,4.18965474202643,5.32787616878958,9.74096862303835,9.40096073158483,7.29437729928882,2.19722457733622,2.484906649788,-0.445571733565894,-0.377545512710037,-Inf,2.05412373369555,0,3.46573590279973,4.71849887129509,3.2188758248682,4.40671924726425
"1555","6652-PBVZCG-KQ4",1,1,1,79,11,4,1,6,1,"$ 13,000.00",14.1,1.097967,0.735033,0,0,2,1,1,0,0,0,2,0,1,"$ 5,800.00",20,0,0,0,13,6,"$ 1,812.80",0,48,"$ 32.55","$ 557.35",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,0,1,1,0,1,0,20,0,1,0,0,0,13000,5800,1812,32,557,36,1153,36,1270,1.833,104,2980,0.605953968857568,4.64439089914137,7.99967857949945,9.47270463644367,8.66561319653451,7.50218648660292,3.46573590279973,6.32256523992728,0.0934602879908802,-0.307839882818,1.79175946922805,2.64617479738412,2.56494935746154,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1556","8677-REKIVF-1JD",3,1,0,74,13,5,0,23,0,"$ 167,000.00",4.8,5.947872,2.068128,0,1,1,0,0,0,0,1,0,-1,-1,"$ (1,000.00)",14,0,1,1,37,7,"$ 4,997.50",0,72,"$ 69.15","$ 1,692.95",0,"$ -","$ -",1,0,"$ -","$ -",1,0,0,0,1,1,0,1,0,23,0,0,0,0,1,167000,18800,4997,69,1692,36,1153,36,1270,8.016,141,4115,2.08143954434251,4.94875989037817,8.32239411311117,12.0257490913989,9.84161214881804,8.51659301134421,4.23410650459726,7.43366654016617,1.78303350852775,0.726643850281989,3.13549421592915,1.56861591791385,3.61091791264422,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1557","7315-BIXCYX-3JD",5,5,0,44,13,4,0,2,0,"$ 43,000.00",4.9,1.082998,1.024002,1,1,1,1,0,1,0,1,2,0,1,"$ 18,200.00",33,0,1,4,3,11,"$ 5,706.80",1,5,"$ 22.05","$ 39.20",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,0,0,1,1,1,0,23,0,0,0,0,0,43000,18200,5706,22,39,36,1153,36,1270,2.107,94,2462,0.745265134822052,4.54329478227,7.8087293067444,10.6689553946757,9.80917687306489,8.64927353177345,3.09104245335832,3.66356164612965,0.07973312129508,0.0237184797404088,0.693147180559945,1.58923520511658,1.09861228866811,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1558","3465-PTIFZV-V37",2,3,0,42,20,3,0,5,0,"$ 80,000.00",7.5,1.944,4.056,1,0,2,3,1,0,2,1,0,-1,-1,"$ (1,000.00)",30,0,0,2,17,12,"$ 6,731.00",1,32,"$ 16.80","$ 172.90",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,0,0,0,0,0,0,18,0,1,1,0,1,80000,18800,6731,16,172,36,1153,36,1270,6,88,2595,1.79175946922805,4.47733681447821,7.86134179559999,11.289781913656,9.84161214881804,8.81447900001071,2.77258872223978,5.14749447681345,0.664747706038247,1.40019726628888,1.6094379124341,2.01490302054226,2.83321334405622,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1559","4039-NPYLRF-XFJ",3,1,0,35,17,5,0,5,0,"$ 29,000.00",7.3,0.459389,1.657611,0,0,5,0,0,0,0,1,1,1,0,"$ 11,000.00",19,0,0,0,16,8,"$ 2,971.30",1,28,"$ 42.30","$ 423.80",1,"$ 43.80","$ 1,113.00",1,1,"$ 48.25","$ 1,343.25",1,1,1,3,1,1,1,1,1,23,1,1,1,1,1,29000,11000,2971,42,423,43,1113,48,1343,2.117,133,2879,0.749999992152728,4.89034912822175,7.96519829061218,10.2750511089686,9.30565055178051,7.99665387546261,3.73766961828337,6.04737217904628,-0.777857933288949,0.505377409161394,1.6094379124341,1.98787434815435,2.77258872223978,3.76120011569356,7.01481435127554,3.87120101090789,7.20266119652324
"1560","6499-DNTMBW-LNS",4,4,0,42,11,2,0,15,0,"$ 55,000.00",22.4,1.232,11.088,0,1,1,7,3,0,4,0,3,1,1,"$ 27,700.00",27,0,1,3,15,12,"$ 8,700.80",1,30,"$ 23.70","$ 238.50",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,0,1,0,1,0,0,19,0,0,0,1,0,55000,27700,8700,23,238,36,1153,36,1270,12.32,95,2661,2.51122395810537,4.55387689160054,7.88645727097769,10.9150884642146,10.2291876921754,9.07107830464268,3.13549421592915,5.47227067367148,0.208638865111328,2.40586344244755,2.70805020110221,3.10906095886099,2.70805020110221,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1561","3992-XOPOFU-S3V",3,5,1,48,11,5,0,15,0,"$ 116,000.00",11.5,8.85776,4.48224,0,0,3,8,0,3,0,0,2,1,0,"$ 63,300.00",32,1,1,1,30,9,"$ 1,987.50",0,72,"$ 185.40","$ 4,410.85",0,"$ -","$ -",1,0,"$ -","$ -",1,0,0,0,1,1,1,1,0,20,1,0,0,0,1,116000,63300,1987,185,4410,36,1153,36,1270,13.34,257,6833,2.59076704048748,5.54907608489522,8.82951909478078,11.6613454700885,11.0556406081323,7.59438124255182,5.22035582507832,8.39162996844089,2.18129391098177,1.50012292146854,2.70805020110221,2.4423470353692,3.40119738166216,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"1562","9421-HDHCAJ-PTH",3,2,0,55,12,2,1,20,1,"$ 9,000.00",9.4,0.347706,0.498294,0,0,4,0,0,0,0,1,1,0,0,"$ 6,700.00",23,0,0,2,35,14,"$ 1,941.60",0,69,"$ 67.35","$ 1,682.05",1,"$ 21.60","$ 1,455.10",1,0,"$ -","$ -",1,0,0,4,0,0,0,0,1,0,1,1,1,0,1,9000,6700,1941,67,1682,21,1455,36,1270,0.846,124,4407,-0.167235919375914,4.82028156560504,8.39094946484199,9.10497985631836,8.80986280537906,7.57095858316901,4.20469261939097,7.42773884053289,-1.05639798386182,-0.696565014706464,2.99573227355399,2.24070968927596,3.55534806148941,3.04452243772342,7.28276117960559,3.58351893845611,7.14677217945264
"1563","9791-YBDYWO-6TU",5,2,1,60,16,3,0,12,0,"$ 75,000.00",6.5,1.23825,3.63675,0,0,9,8,2,0,0,1,3,0,0,"$ 30,200.00",24,0,1,0,16,9,"$ 3,551.70",1,40,"$ 22.80","$ 295.20",0,"$ -","$ -",1,1,"$ 57.35","$ 2,279.80",0,1,1,0,1,1,1,1,0,16,1,0,1,1,0,75000,30200,3551,22,295,36,1153,57,2279,4.875,115,3727,1.58412010444981,4.74493212836325,8.22335889947926,11.2252433925184,10.315597203363,8.17498453294309,3.09104245335832,5.68697535633982,0.21369909248621,1.29109042567143,2.484906649788,1.87180217690159,2.77258872223978,3.58351893845611,7.05012252026906,4.04305126783455,7.73149202924568
"1564","1802-OUQFWM-16Z",1,1,1,52,20,4,0,3,0,"$ 70,000.00",8.1,2.90304,2.76696,0,0,2,4,0,0,0,1,3,1,0,"$ 40,000.00",17,0,0,2,17,11,"$ 3,089.00",0,49,"$ 26.10","$ 444.15",1,"$ 41.20","$ 1,968.20",1,1,"$ 44.00","$ 2,067.85",1,1,1,2,0,0,0,0,1,22,1,1,1,1,0,70000,40000,3089,26,444,41,1968,44,2067,5.67,111,4479,1.73518911773966,4.70953020131233,8.4071550862073,11.1562505210315,10.5966347330961,8.03560269291858,3.25809653802148,6.09582456243222,1.06575846379703,1.01774924461067,1.09861228866811,2.09186406167839,2.83321334405622,3.71357206670431,7.5847730776122,3.78418963391826,7.63385355968177
